image_id,weather,timeofday,scene,stratify_group
427aa10e-f4c59326.jpg,snowy,daytime,city street,snowy_daytime_city street
05d62296-30c620d5.jpg,clear,daytime,highway,clear_daytime_highway
42e09c21-7d43df47.jpg,snowy,night,city street,snowy_night_city street
4b22275c-2a0a6dc7.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
9e431df3-af779e87.jpg,snowy,night,city street,snowy_night_city street
10a327b0-324a6416.jpg,clear,night,city street,clear_night_city street
07454314-917b1009.jpg,clear,dawn/dusk,highway,clear_dawn/dusk_highway
0094ffe5-596e38bd.jpg,undefined,daytime,residential,undefined_daytime_residential
a7086ccc-0c1ed629.jpg,clear,night,city street,clear_night_city street
4ccbb1d9-b59f5c3d.jpg,clear,night,highway,clear_night_highway
800e31d4-1d636552.jpg,overcast,daytime,highway,overcast_daytime_highway
aa297411-bb90e116.jpg,undefined,daytime,other,undefined_daytime_other
b0c89856-6f2503f5.jpg,overcast,daytime,city street,overcast_daytime_city street
9d5e79a2-9149d141.jpg,clear,dawn/dusk,city street,clear_dawn/dusk_city street
4f5bd4a8-5c00a7d3.jpg,clear,night,highway,clear_night_highway
22bd8c6f-bd2aee6d.jpg,partly cloudy,daytime,residential,partly cloudy_daytime_residential
3699d0e1-a7837a66.jpg,clear,night,residential,clear_night_residential
499a1636-66e21e5e.jpg,clear,daytime,highway,clear_daytime_highway
307cd286-9bbe025d.jpg,clear,night,highway,clear_night_highway
2a27ffe5-e0862ee9.jpg,clear,night,city street,clear_night_city street
5c4991da-882ccd7f.jpg,clear,night,highway,clear_night_highway
9efbe4c3-92179606.jpg,rainy,daytime,city street,rainy_daytime_city street
8a05db2a-b3b3c9b7.jpg,overcast,daytime,residential,overcast_daytime_residential
291dee4f-174061da.jpg,undefined,daytime,city street,undefined_daytime_city street
12e760ba-f0fb0b02.jpg,clear,daytime,city street,clear_daytime_city street
4f8f23bf-18162df1.jpg,clear,night,highway,clear_night_highway
b142d842-5af95732.jpg,clear,night,city street,clear_night_city street
5ffcf649-0f215b0d.jpg,clear,night,city street,clear_night_city street
5b5ec103-739c42df.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
5dfb063f-7bd23d5c.jpg,clear,daytime,highway,clear_daytime_highway
5a1fbb56-f7aa2af1.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
0e33c3bd-0157ee1f.jpg,snowy,daytime,residential,snowy_daytime_residential
85df88fa-cc4d8797.jpg,clear,night,highway,clear_night_highway
a4f2b992-9de3eb58.jpg,clear,daytime,city street,clear_daytime_city street
580f04a4-b8eb56b7.jpg,undefined,daytime,highway,undefined_daytime_highway
162995f1-d2c7d259.jpg,clear,daytime,highway,clear_daytime_highway
9c6194a9-e4f0486b.jpg,partly cloudy,daytime,residential,partly cloudy_daytime_residential
a1064e6d-910ae454.jpg,rainy,daytime,highway,rainy_daytime_highway
71048668-4b774cb5.jpg,clear,dawn/dusk,city street,clear_dawn/dusk_city street
321d08e1-12c12c7d.jpg,clear,night,city street,clear_night_city street
593c9db8-1f5af18b.jpg,clear,night,highway,clear_night_highway
6e8e4306-09bbc963.jpg,rainy,daytime,highway,rainy_daytime_highway
88fdad33-70d6c64c.jpg,partly cloudy,daytime,residential,partly cloudy_daytime_residential
0059f17f-f0882eef.jpg,clear,night,highway,clear_night_highway
4759f17c-d6fa5894.jpg,snowy,night,city street,snowy_night_city street
3e2f2875-c8a3ac50.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
041b6c3f-f51584ad.jpg,clear,night,highway,clear_night_highway
90f5f95a-85637380.jpg,rainy,daytime,city street,rainy_daytime_city street
332e740f-91009e42.jpg,clear,dawn/dusk,highway,clear_dawn/dusk_highway
06595ed1-9a6d5592.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
685cf3f9-ed08aa7d.jpg,clear,night,highway,clear_night_highway
02250ece-2d6bfd5b.jpg,undefined,daytime,city street,undefined_daytime_city street
1626d211-755b6816.jpg,clear,night,city street,clear_night_city street
2f490207-656d9eaa.jpg,clear,night,city street,clear_night_city street
365f6967-ea4f2486.jpg,clear,night,city street,clear_night_city street
672363b5-b9783d6a.jpg,overcast,daytime,city street,overcast_daytime_city street
9a5ae3c3-e959953d.jpg,rainy,dawn/dusk,highway,rainy_dawn/dusk_highway
078fe907-065ed380.jpg,clear,dawn/dusk,highway,clear_dawn/dusk_highway
772ac765-1d055ef2.jpg,rainy,night,city street,rainy_night_city street
3a71a2c2-b3e45d68.jpg,clear,night,city street,clear_night_city street
30f47755-1d9ca838.jpg,overcast,daytime,residential,overcast_daytime_residential
58c02a66-ecf746db.jpg,undefined,daytime,highway,undefined_daytime_highway
86a1318f-40bac4d0.jpg,clear,night,city street,clear_night_city street
15abaf1e-e7d8e0f4.jpg,clear,dawn/dusk,highway,clear_dawn/dusk_highway
901a2533-2bc9685f.jpg,undefined,dawn/dusk,city street,undefined_dawn/dusk_city street
accf1d56-0d74151e.jpg,clear,daytime,city street,clear_daytime_city street
38435b28-c6e51ab9.jpg,overcast,daytime,highway,overcast_daytime_highway
53a82779-a4a46954.jpg,snowy,daytime,city street,snowy_daytime_city street
10956fd3-b88e468e.jpg,clear,night,city street,clear_night_city street
aff10705-88a9589e.jpg,clear,night,highway,clear_night_highway
1a2cd248-87d71e98.jpg,clear,night,highway,clear_night_highway
99893720-6f0d688b.jpg,clear,night,city street,clear_night_city street
55212ab0-2c1defb8.jpg,clear,daytime,city street,clear_daytime_city street
2357db00-55751c6f.jpg,clear,daytime,city street,clear_daytime_city street
ab3d4c47-2eb1cbf1.jpg,overcast,daytime,residential,overcast_daytime_residential
5123dde0-c273e0b4.jpg,clear,daytime,highway,clear_daytime_highway
49c9fb1f-7bd4360c.jpg,clear,night,highway,clear_night_highway
15a72340-98d8dca5.jpg,clear,daytime,residential,clear_daytime_residential
90e9b389-2ca55ac2.jpg,overcast,daytime,city street,overcast_daytime_city street
8dd64983-04ef33a4.jpg,clear,daytime,highway,clear_daytime_highway
ad5e7495-ee9fcbf7.jpg,clear,night,highway,clear_night_highway
73791824-f84fc974.jpg,overcast,daytime,city street,overcast_daytime_city street
94b2bbc8-afbc4017.jpg,undefined,daytime,residential,undefined_daytime_residential
8bb3d4f0-a13bebbd.jpg,clear,night,city street,clear_night_city street
5471d5a6-21a6b35f.jpg,clear,daytime,city street,clear_daytime_city street
6e1ecbc2-efe66c61.jpg,clear,daytime,highway,clear_daytime_highway
6514bffe-a1dcc951.jpg,partly cloudy,daytime,highway,partly cloudy_daytime_highway
6fecbff0-54871b1f.jpg,overcast,daytime,residential,overcast_daytime_residential
a847b622-fdda3618.jpg,overcast,daytime,city street,overcast_daytime_city street
160f6a0b-85d4230f.jpg,clear,daytime,city street,clear_daytime_city street
89472392-4d4a4e1b.jpg,clear,night,highway,clear_night_highway
0706e16c-8eb9233a.jpg,snowy,daytime,highway,snowy_daytime_highway
7c8a3c9f-9a491d63.jpg,clear,night,city street,clear_night_city street
7d9d1af6-ee1018d4.jpg,clear,daytime,city street,clear_daytime_city street
0445a23c-8919fe80.jpg,clear,night,highway,clear_night_highway
85d81130-bca7067e.jpg,clear,night,residential,clear_night_residential
2c7017e7-cd1cbcf4.jpg,clear,night,city street,clear_night_city street
ab647edd-a9a2d78f.jpg,clear,night,city street,clear_night_city street
0390cdb2-1f193811.jpg,partly cloudy,daytime,highway,partly cloudy_daytime_highway
5cb0f193-10e06c85.jpg,clear,night,city street,clear_night_city street
a6bc3e34-62d089fa.jpg,partly cloudy,dawn/dusk,highway,partly cloudy_dawn/dusk_highway
6cddacfb-3b0f2ecb.jpg,clear,night,city street,clear_night_city street
2ece6d18-ae1a52c4.jpg,clear,night,highway,clear_night_highway
61feb699-2948de23.jpg,clear,daytime,city street,clear_daytime_city street
370f289f-f6abbda6.jpg,clear,night,city street,clear_night_city street
6a7c3557-60bf11fb.jpg,clear,dawn/dusk,highway,clear_dawn/dusk_highway
ae0099e3-389b63d2.jpg,undefined,daytime,city street,undefined_daytime_city street
30a86a38-15383380.jpg,clear,night,city street,clear_night_city street
11986a60-f3b0a99c.jpg,undefined,daytime,city street,undefined_daytime_city street
68537074-4fbe1166.jpg,partly cloudy,daytime,residential,partly cloudy_daytime_residential
7c8837cb-ba3cb038.jpg,snowy,daytime,city street,snowy_daytime_city street
3eef0f31-ec5a87fe.jpg,undefined,daytime,city street,undefined_daytime_city street
aeacccc4-0bc58fef.jpg,snowy,daytime,city street,snowy_daytime_city street
9b68ca3b-e3fd6137.jpg,clear,daytime,residential,clear_daytime_residential
3da75143-8ede4710.jpg,overcast,daytime,city street,overcast_daytime_city street
81f59cb8-3bfd24a2.jpg,undefined,daytime,city street,undefined_daytime_city street
32654172-8c1f23e8.jpg,undefined,daytime,city street,undefined_daytime_city street
9d693ec6-7ea4e717.jpg,snowy,night,city street,snowy_night_city street
9108f1f7-3b72484b.jpg,undefined,daytime,city street,undefined_daytime_city street
9b45f5b4-15462b04.jpg,clear,night,city street,clear_night_city street
03799690-eb48b0b7.jpg,clear,night,city street,clear_night_city street
75ad1fff-77299093.jpg,clear,daytime,highway,clear_daytime_highway
18fa46ce-a531b51f.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
42cd0a94-02486d74.jpg,rainy,daytime,highway,rainy_daytime_highway
5e412e85-6577fd99.jpg,clear,night,city street,clear_night_city street
867cd7b2-e4737119.jpg,overcast,daytime,highway,overcast_daytime_highway
8e58b19b-bd2afc4d.jpg,snowy,night,city street,snowy_night_city street
65f9d8c9-ec1f518d.jpg,snowy,daytime,highway,snowy_daytime_highway
543cefed-d3f73731.jpg,overcast,dawn/dusk,highway,overcast_dawn/dusk_highway
a1140112-d349f453.jpg,undefined,daytime,highway,undefined_daytime_highway
a6a94f25-75e2abb1.jpg,rainy,daytime,city street,rainy_daytime_city street
6af65c30-9fb14904.jpg,undefined,daytime,city street,undefined_daytime_city street
93a1bf3e-cc11b554.jpg,snowy,dawn/dusk,city street,snowy_dawn/dusk_city street
0d65d38e-47f3f4df.jpg,clear,night,city street,clear_night_city street
188896d9-79052eb2.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
0a765e5c-ecfdc16f.jpg,clear,night,city street,clear_night_city street
7c579df2-4d3e3ab7.jpg,undefined,daytime,city street,undefined_daytime_city street
1a5d4938-55cdb01b.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
3cdc84e7-d19e807a.jpg,clear,daytime,city street,clear_daytime_city street
ab82fb93-4c864f8c.jpg,undefined,daytime,city street,undefined_daytime_city street
69bf175c-62b67fbe.jpg,clear,daytime,city street,clear_daytime_city street
7893a60a-27494719.jpg,clear,daytime,residential,clear_daytime_residential
52ddd3f7-8eff9dbd.jpg,clear,night,city street,clear_night_city street
0ab1b9e8-5366e624.jpg,clear,daytime,city street,clear_daytime_city street
131e01f6-e4da70e6.jpg,undefined,daytime,city street,undefined_daytime_city street
2a0226e0-84531259.jpg,undefined,daytime,city street,undefined_daytime_city street
6efce5de-934a266a.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
9861b27e-1cdea398.jpg,clear,daytime,highway,clear_daytime_highway
a36779ef-e3e0c785.jpg,undefined,daytime,city street,undefined_daytime_city street
434d6930-7098598a.jpg,overcast,daytime,highway,overcast_daytime_highway
b0b0e2a9-f651d83e.jpg,clear,night,city street,clear_night_city street
47631342-88a53d17.jpg,clear,night,highway,clear_night_highway
835d6262-22095a6f.jpg,undefined,daytime,city street,undefined_daytime_city street
a38c3c3e-8f708928.jpg,clear,night,highway,clear_night_highway
48fee435-d5d1aaad.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
29fea058-12db88e7.jpg,clear,daytime,highway,clear_daytime_highway
0d4c18ab-54b10775.jpg,partly cloudy,daytime,highway,partly cloudy_daytime_highway
37e7a363-c0cb6eba.jpg,clear,night,city street,clear_night_city street
93a17dad-afed874b.jpg,rainy,daytime,highway,rainy_daytime_highway
28643c39-50005ff0.jpg,overcast,daytime,city street,overcast_daytime_city street
064f187c-c103fce0.jpg,clear,night,city street,clear_night_city street
66485e96-c468bfe1.jpg,rainy,daytime,city street,rainy_daytime_city street
743f40fe-2a693d5d.jpg,clear,daytime,city street,clear_daytime_city street
0505c36e-579b416c.jpg,rainy,dawn/dusk,highway,rainy_dawn/dusk_highway
032164cf-fd9cc046.jpg,clear,night,highway,clear_night_highway
288f7f07-a037b126.jpg,clear,daytime,city street,clear_daytime_city street
20cfadfa-47711496.jpg,clear,daytime,highway,clear_daytime_highway
62ec4a2b-a738942f.jpg,undefined,daytime,residential,undefined_daytime_residential
2311e352-1e174257.jpg,clear,night,city street,clear_night_city street
0cfd4cb3-5bc4199e.jpg,snowy,dawn/dusk,city street,snowy_dawn/dusk_city street
27347dba-05d95473.jpg,overcast,daytime,residential,overcast_daytime_residential
8815c419-2186313e.jpg,snowy,night,city street,snowy_night_city street
3fc0eecd-634fee6a.jpg,snowy,daytime,city street,snowy_daytime_city street
2318ca11-6e12b155.jpg,undefined,daytime,highway,undefined_daytime_highway
0fe831f2-e2a1599b.jpg,clear,night,residential,clear_night_residential
009215e2-e67ccfb7.jpg,undefined,night,highway,undefined_night_highway
17fe29f1-1c106ecc.jpg,undefined,daytime,residential,undefined_daytime_residential
a82a436a-c450fe85.jpg,undefined,daytime,city street,undefined_daytime_city street
1393894e-548f06a8.jpg,rainy,night,residential,rainy_night_residential
587dc3bc-3479b423.jpg,clear,night,city street,clear_night_city street
17e365e7-852cea4a.jpg,overcast,daytime,highway,overcast_daytime_highway
3d39bb11-7a66ac85.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
4fe1af7b-0c8e0d76.jpg,overcast,daytime,city street,overcast_daytime_city street
3d7caf85-3fabc903.jpg,undefined,daytime,city street,undefined_daytime_city street
5ca490b4-ef154db0.jpg,clear,night,city street,clear_night_city street
48b93885-94cae025.jpg,rainy,dawn/dusk,highway,rainy_dawn/dusk_highway
53fbff65-f3935548.jpg,undefined,daytime,city street,undefined_daytime_city street
a145db4a-ccd48a50.jpg,undefined,daytime,city street,undefined_daytime_city street
5267fe63-c4f12514.jpg,clear,daytime,highway,clear_daytime_highway
a89e2115-ef0ea96e.jpg,clear,night,city street,clear_night_city street
6dcfc06a-6894df0c.jpg,clear,night,city street,clear_night_city street
462763d1-b4efdbfe.jpg,snowy,night,city street,snowy_night_city street
16a44136-f33aa361.jpg,clear,night,city street,clear_night_city street
2448901d-b1b6bec8.jpg,clear,dawn/dusk,city street,clear_dawn/dusk_city street
0d04b217-d9aa806d.jpg,snowy,night,city street,snowy_night_city street
5b492010-a1ae0506.jpg,rainy,night,city street,rainy_night_city street
59fac46b-e30c9878.jpg,clear,daytime,city street,clear_daytime_city street
4324ed87-02477fbc.jpg,clear,daytime,residential,clear_daytime_residential
801ef6af-dde69517.jpg,clear,night,highway,clear_night_highway
88fce8bc-1704a131.jpg,clear,night,city street,clear_night_city street
34c9b245-d2b5be0b.jpg,clear,night,city street,clear_night_city street
0fb0f5a1-649652db.jpg,clear,daytime,highway,clear_daytime_highway
a5ba90e9-83d94d5f.jpg,overcast,daytime,city street,overcast_daytime_city street
35ab6a7f-1e002730.jpg,clear,night,highway,clear_night_highway
a5770929-c4b2658f.jpg,rainy,night,city street,rainy_night_city street
6ad7785b-63f54277.jpg,overcast,dawn/dusk,residential,overcast_dawn/dusk_residential
493e97d3-a1190438.jpg,clear,night,city street,clear_night_city street
26d4fcc6-b28a6606.jpg,clear,daytime,city street,clear_daytime_city street
282dfc2e-5a094222.jpg,overcast,daytime,highway,overcast_daytime_highway
a2aef3f5-e19a1615.jpg,clear,night,city street,clear_night_city street
4b1eb448-684ca0de.jpg,undefined,daytime,city street,undefined_daytime_city street
928146ea-6d49957a.jpg,clear,night,residential,clear_night_residential
7656c71b-5afb9b56.jpg,clear,night,city street,clear_night_city street
7ecb7e79-b092fd0d.jpg,rainy,daytime,residential,rainy_daytime_residential
260d06b0-9bc65ec2.jpg,clear,night,city street,clear_night_city street
3713fe39-67437100.jpg,partly cloudy,dawn/dusk,city street,partly cloudy_dawn/dusk_city street
52e0a977-ec636aae.jpg,clear,night,residential,clear_night_residential
9f17bc14-aad46613.jpg,clear,night,highway,clear_night_highway
6500741d-abdde48d.jpg,clear,dawn/dusk,city street,clear_dawn/dusk_city street
772e9ea7-75afb8ff.jpg,clear,night,residential,clear_night_residential
984b4169-c225cdba.jpg,clear,night,city street,clear_night_city street
27239812-35cd6df5.jpg,clear,night,city street,clear_night_city street
306737a2-251612c0.jpg,snowy,daytime,city street,snowy_daytime_city street
24c42a84-a66bdeb0.jpg,clear,night,highway,clear_night_highway
198d8f5e-dd29fbb8.jpg,snowy,daytime,residential,snowy_daytime_residential
398982e1-281c78d3.jpg,clear,daytime,highway,clear_daytime_highway
2bdecbe1-e122387a.jpg,clear,night,city street,clear_night_city street
353c68ef-f533b030.jpg,clear,daytime,residential,clear_daytime_residential
a165ad95-78c1dc92.jpg,clear,daytime,city street,clear_daytime_city street
4eb022c7-1a226856.jpg,undefined,daytime,residential,undefined_daytime_residential
0113faa5-8a0daa74.jpg,overcast,dawn/dusk,highway,overcast_dawn/dusk_highway
6162a580-4ccdbab7.jpg,clear,daytime,highway,clear_daytime_highway
8385355d-fccd7028.jpg,undefined,dawn/dusk,highway,undefined_dawn/dusk_highway
5803c4e4-2b959094.jpg,undefined,daytime,highway,undefined_daytime_highway
ad944075-a523e396.jpg,clear,dawn/dusk,highway,clear_dawn/dusk_highway
a70f0390-570905fe.jpg,clear,night,residential,clear_night_residential
38466e42-4babd3c4.jpg,undefined,daytime,city street,undefined_daytime_city street
74bf2c3e-1922d7c1.jpg,clear,daytime,highway,clear_daytime_highway
14a5480a-467f997c.jpg,clear,night,highway,clear_night_highway
57d92244-4b975ca3.jpg,partly cloudy,daytime,city street,partly cloudy_daytime_city street
6679d2af-799633f1.jpg,overcast,daytime,highway,overcast_daytime_highway
940d7600-c72718ca.jpg,clear,daytime,city street,clear_daytime_city street
11c87d0f-ddc412fa.jpg,clear,night,highway,clear_night_highway
8a88d406-1522e928.jpg,undefined,daytime,city street,undefined_daytime_city street
8b18db7e-06df1e7d.jpg,clear,daytime,city street,clear_daytime_city street
3207d01f-7b0a913c.jpg,snowy,daytime,highway,snowy_daytime_highway
5b699e7e-53dba5b9.jpg,clear,night,highway,clear_night_highway
1564ef78-6cd81da9.jpg,undefined,daytime,city street,undefined_daytime_city street
074f7c18-14ecad81.jpg,clear,night,highway,clear_night_highway
2a601183-86c57b2e.jpg,undefined,daytime,highway,undefined_daytime_highway
ae26c6eb-7d69aed9.jpg,clear,daytime,highway,clear_daytime_highway
81c8a7fd-effee244.jpg,rainy,daytime,city street,rainy_daytime_city street
a1555d5a-a1bc4a67.jpg,overcast,daytime,city street,overcast_daytime_city street
5849bba7-c6fcbdf4.jpg,partly cloudy,daytime,highway,partly cloudy_daytime_highway
0499c620-1c4a837b.jpg,undefined,daytime,city street,undefined_daytime_city street
7d029be1-12c10177.jpg,snowy,daytime,city street,snowy_daytime_city street
1ac9de41-48e9a496.jpg,undefined,daytime,city street,undefined_daytime_city street
abeb1a69-5481b399.jpg,clear,night,city street,clear_night_city street
